name_1,name_2,prediction,token_set_ratio,label,error
estacion la brena,estacion la brena,0.97652024,1.0,1.0,False
la cimarrona,cimarron,0.3274342,0.8,1.0,True
sierra del cipres,sierra del cipres,0.9551129,1.0,1.0,False
san miguel,puente,0.5777681,0.38,1.0,False
santa maria yalotepec,yolotepec,0.67685056,0.53,1.0,False
nayarit,tepikas,0.35358566,0.14,1.0,True
santa maria,santa maria nativitas,0.4394072,1.0,1.0,True
los cues,lealao,0.19009238,0.43,0.0,False
palo blanco,rubio,0.40641692,0.25,0.0,False
caserio los arroyos,caserio los arroyos,0.97937673,1.0,1.0,False
bahia tortuga,tortuga,0.39407977,1.0,0.0,False
villa cuauhtemoc otzolotepec,cuauhtemoc,0.43590194,1.0,1.0,True
cujca,cucja,0.35728443,0.8,1.0,True
san antonio corralejo,las animas,0.4537583,0.39,0.0,False
turbinto,caserio tujena,0.071259096,0.27,0.0,False
adranos,adrano,0.4060738,0.92,1.0,True
la pezma,la resma,0.86336046,0.75,1.0,False
cuauhtemoc,san jose,0.48522493,0.11,0.0,False
agwyms las palmas,arrecife,0.08652761,0.08,0.0,False
cerro anantetague,las guilotas,0.2994695,0.21,0.0,False
caserio casillas de ranera,caserio casillas de marin de arriba,0.0530981,0.84,0.0,False
arroyo abelenda,ehrmua,0.16264257,0.1,0.0,False
el jaguey viejo,el jagueey viejo,0.97513664,0.97,1.0,False
santa maria,rio santa maria,0.8085353,1.0,0.0,True
rio nazre,navio,0.1379067,0.57,0.0,False
simon diaz,el aguaje,0.2176798,0.21,1.0,True
higueras,el higueral,0.6202515,0.74,0.0,True
base navale de rota,slm,0.2665761,0.18,0.0,False
boca sandoval,yauhquemehcan,0.19543424,0.23,0.0,False
bahia salina cruz,salina cruz,0.4160478,1.0,0.0,False
serra airosa,lainsa,0.23457178,0.44,0.0,False
san jorge de manzaneda,manzanares el real,0.24720892,0.5,0.0,False
rio ojo de agua,ojo de agua,0.9267513,1.0,1.0,False
llano del espino,el llano de la mata,0.19783247,0.57,0.0,False
el raso,urbanizacion el raso,0.88096887,1.0,1.0,False
rio laprima,estacion la poveda,0.01465539,0.28,0.0,False
la cueva,bahia cuastecomate,0.24714896,0.31,0.0,False
mixtla de altamirano,mixtequilla,0.19884692,0.39,0.0,False
punta petenpich,san matias petacaltepec,0.07863244,0.26,0.0,False
santa maria,monte de espineira,0.20534463,0.34,0.0,False
santa maria,santa maria,0.8249492,1.0,0.0,True
santiago zacatepec,santiago,0.6324475,1.0,1.0,False
huisochic,huizachito,0.4512124,0.63,0.0,False
real acequia del jucar,acequia real del jucar,0.9790478,1.0,1.0,False
san nicolas,san nicolas,0.82032526,1.0,1.0,False
rio las palmas,las palmitas,0.1775868,0.77,0.0,False
animas,las animas,0.6778531,1.0,1.0,False
bahia santa ana,santa ana,0.28364813,1.0,0.0,False
charcon,charan,0.35765347,0.77,0.0,False
rio de san carlos,arroyo san carlos,0.85853994,0.76,0.0,True
isla quevedo,picacho los quebrados,0.36330643,0.48,0.0,False
san pedro las anonas,pedro jose mendez san pedro de los gutierrez,0.20484081,0.62,0.0,False
mesa anastacia,mesa,0.19965915,1.0,0.0,False
jimerez,jilotlan de los dolores,0.32804048,0.13,0.0,False
almadeni,rio almachares,0.26143718,0.55,0.0,False
tehuatlan,rio tehuantepec,0.09601294,0.5,0.0,False
cayo chobon,cayo chobon,0.95204425,1.0,1.0,False
sahuarichi,sahuarachi,0.84280527,0.9,1.0,False
santa rosalia de arriba,santa rosalia arriba,0.98259497,1.0,1.0,False
san antonio,caserio san antonio,0.8580518,1.0,1.0,False
cerro gueina,cerro la caguirica,0.28430364,0.67,0.0,False
volcan ixtaccihuail,iztacihuatl,0.6284825,0.6,1.0,False
caserio capela,kapdepera,0.042272843,0.43,0.0,False
rancho las animas,las animas,0.6968396,1.0,1.0,False
cerro la chancaca,cerro chanca,0.7012159,0.83,1.0,False
el jardin,el jagueey,0.46851432,0.53,0.0,False
cerro el gueinaral,gueibida,0.110756226,0.38,0.0,False
guirapo,isla san pedro,0.4314524,0.29,1.0,True
tetla cuarta seccion,santa teresa primera seccion,0.081089355,0.62,0.0,False
isla a tunosa,isla tunosa,0.9549354,1.0,1.0,False
casa labor el rodon,el rio grande,0.17813438,0.44,0.0,False
platanar,el platanar,0.59207416,1.0,0.0,True
rio laxaxalpa,lavin,0.06803253,0.33,0.0,False
laguna el gigante,laguna del gigante,0.95420146,0.97,1.0,False
el viche,vichi,0.852719,0.62,1.0,False
alcoceber,alcossebre,0.4856028,0.74,1.0,True
san ramon,granja el carmen,0.31312355,0.32,0.0,False
el guayacan,loma larga,0.5308321,0.29,1.0,False
quiane,santa catarina,0.4190832,0.3,0.0,False
etxabarri kuartango,echavarri de cuartango,0.96680754,0.39,1.0,False
acocotla,estacion acocotla,0.83787024,1.0,1.0,False
cordoba,cordova,0.67485106,0.86,1.0,False
chorreras,chorrera,0.69944084,0.94,1.0,False
regodeigon,san cristobal,0.40758243,0.26,1.0,True
soloan,soloveira,0.50398034,0.67,0.0,True
fernando lopez arias,lopez arias,0.9006345,1.0,1.0,False
pichiquito,pichiquila,0.79754776,0.8,1.0,False
morales,ejido morales,0.8182294,1.0,1.0,False
rio giguela,rio gibranzos,0.33659574,0.58,0.0,False
huichajorare,huichajorare,0.9888617,1.0,1.0,False
tecolote,la tecolota,0.46660334,0.74,0.0,False
aserradero sitanachi,aserradero sitanachi,0.9897195,1.0,1.0,False
microondas loma alta,rancho san juan de la reforma,0.22794445,0.37,0.0,False
cardedeu,kardona,0.5663411,0.4,0.0,True
aisa,ai sa,0.90242606,0.89,1.0,False
el pueblo,rio el pueblo,0.8987549,1.0,1.0,False
copandaro,contra estaca,0.37688804,0.36,0.0,False
naves,rio navelgas,0.08852564,0.59,0.0,False
arriguena,arriguena,0.93332464,1.0,1.0,False
arrayanes,los arrayanes,0.9059631,1.0,1.0,False
rio candelaria,rio san pedro,0.16558939,0.44,1.0,True
rio uzpanapa,rio uxpanapa,0.9821555,0.92,1.0,False
jose maria morelos y pavon magnet secondary school,reserva de la biosfera de el vizcaino,0.2319329,0.33,0.0,False
caserio fontanares,fontanares,0.90865386,1.0,1.0,False
debods tempel,debod tapinagi,0.5072842,0.59,1.0,False
ral de abajo,el rafol de salem,0.22124979,0.48,0.0,False
estacion aragon,aragon,0.85851496,1.0,1.0,False
ebula,san antonio ebula,0.8985511,1.0,1.0,False
arroyo de banuelos,ba ni ao si de li ao ha,0.11814623,0.53,0.0,False
el coacoyul,chapula,0.3901152,0.44,0.0,False
puebla de brollon,a pobra do brollon,0.7850501,0.74,1.0,False
rancho el aguila,aguila,0.8688655,1.0,1.0,False
caserio los llanos,caserio los llanos,0.960144,1.0,1.0,False
moras,san clemente,0.4568744,0.24,1.0,True
el deca,debodhe,0.33037737,0.43,0.0,False
pena blanca,rancho la pena blanca,0.87205184,1.0,1.0,False
gatova,garruchena,0.37410054,0.38,0.0,False
la luz de juarez,san pedro de los agustinos,0.20783809,0.33,0.0,False
cajon,barranca el velorio,0.1836282,0.25,1.0,True
santa isabel,savarado,0.4961836,0.4,0.0,False
el cuate,cuate,0.843516,1.0,1.0,False
los pocitos,rio los positos,0.46782622,0.77,1.0,True
tolono mendilerroa,caserio can prats,0.032315154,0.34,0.0,False
sant francesc de formentera,sheng fei er nan duo,0.1537011,0.26,0.0,False
alazan,rio alamo,0.14147003,0.4,0.0,False
la ordena vieja,san jose de la ordena,0.47446662,0.75,0.0,False
rio cuixtla,rio cuixtla,0.97769785,1.0,1.0,False
chichoca,el banadero,0.32575443,0.11,0.0,False
pajaros,punta picketson,0.12562642,0.18,1.0,True
refugio,rancho el refugio,0.8832029,1.0,1.0,False
volador,vizcaino,0.45570642,0.27,0.0,False
matadeon,matadeon de los oteros,0.3255226,1.0,1.0,True
canada el pino,cerro pinones,0.22700293,0.52,0.0,False
boca de sabana,boka del rio,0.28315938,0.54,0.0,False
quiahije,san juan,0.45898813,0.25,0.0,False
cieneguita de chipes,rancho la cieneguita de chepes,0.9683417,0.79,1.0,False
bernal diaz del castillo,benito juarez miramar,0.17898017,0.44,0.0,False
a wei ni ao,afaynywnyt dyl bynydys,0.3108757,0.18,0.0,False
hoauclilla,santiago huajolotitlan,0.14921877,0.38,0.0,False
palmito,palmita,0.5872697,0.86,1.0,False
puerto obregon,rio frio,0.4105376,0.27,0.0,False
jiropa,arroyo jiropa,0.80179304,1.0,1.0,False
jal,xalapa enriquez,0.44252524,0.22,1.0,True
las penitas,el puertecito,0.47570804,0.5,0.0,False
santa cruz de mitla,la laja,0.32438043,0.38,0.0,False
volcan tacana,tabi,0.07092044,0.24,0.0,False
rio de la parida,paricutin,0.26530448,0.4,0.0,False
masalfasar,masalfasar,0.77393353,1.0,1.0,False
iztapalapan,ixtamichapa,0.58680713,0.45,0.0,True
laguna santa maria,isla de santa maria,0.44231707,0.76,0.0,False
san rafael jicora,san rafael de gonzalez sarabia,0.2794729,0.74,0.0,False
rio la cuadrilla,ardilla,0.1759172,0.52,0.0,False
el quexigal,caserio el puig,0.08756483,0.46,0.0,False
san ramon,la calichosa,0.45214918,0.38,1.0,True
zavalza,zarquenos,0.3003353,0.25,0.0,False
punta farallon,punta farallon,0.9905916,1.0,1.0,False
la guilena,rancho la aguilena,0.8951118,0.71,1.0,False
la providencia rio uluapan,la providencia rio uluapan,0.99235415,1.0,1.0,False
concepcion,concepcion porfirio diaz,0.38607454,1.0,1.0,True
coacalco de berriozabal,coacalco,0.78080755,1.0,1.0,False
canada de san pedro,caserio los martinez de canadas de san pedro,0.91067326,0.77,1.0,False
rincon santa maria,numero veinticuatro,0.10490397,0.38,0.0,False
sant quirze de besora,sant quinti de mediona,0.480537,0.7,0.0,False
saladero,el sabino,0.46190244,0.35,0.0,False
los otates,otates,0.74045926,1.0,1.0,False
sierra rosabari,sierra rosabiri,0.9263302,0.93,1.0,False
valle peru,rancho de la remuda,0.4322885,0.28,0.0,False
talpa,talia,0.5367543,0.8,0.0,True
viris,viris,0.89909863,1.0,1.0,False
francisco medrano,pilas,0.5847265,0.18,1.0,False
tronceda,arroyo de la ciguinuela,0.17577282,0.39,0.0,False
fykhyr dy la frwntyra,veguillas,0.13594863,0.13,0.0,False
tepetzala,tepezala,0.51542294,0.94,0.0,True
el remanso,el relampago,0.19766933,0.73,0.0,False
san jose de chinatu,x bakenku,0.4255515,0.21,0.0,False
buenavista,general joaquin amaro,0.21676137,0.26,0.0,False
laguna de catemaco,laguna de catazaja,0.62803966,0.78,0.0,True
san ignacio,rio de san ignacio,0.77975434,1.0,1.0,False
los pingueinos,los canales,0.15214624,0.56,0.0,False
agua fria,zapotilan,0.463085,0.22,0.0,False
texcalapa,canal maritimo isla arena,0.038722757,0.35,0.0,False
conxo,isla de cabrera,0.24744058,0.1,0.0,False
los ofates,otates y cantarranas,0.18396363,0.47,1.0,True
presa alvaro obregon,alvaro obregon,0.257167,1.0,0.0,False
santa maria,villamanin,0.26436314,0.38,0.0,False
lazaro cardenas,rio paso del chino,0.08355415,0.48,0.0,False
kilometro cuarenta,kilometro cuarenta y cuatro,0.39515984,1.0,0.0,False
el palmarejito,campo el palmar de los rios,0.3306273,0.54,0.0,False
rancho el rosario,rancho el rocio,0.3240535,0.88,0.0,False
molinos,san juan,0.64356834,0.27,0.0,True
estacion cacama,cacama,0.92229414,1.0,1.0,False
cespon,cesar,0.33332932,0.55,0.0,False
nativitas,nativitas,0.8642347,1.0,0.0,True
exativa,xativa,0.8776621,0.92,1.0,False
yajalan rio seco,francisco i madero segunda seccion,0.20446388,0.4,0.0,False
general joaquin amaro,los sauces,0.47422495,0.13,1.0,True
matalo,mataro,0.51925904,0.83,1.0,False
rio chicalote,rio chicalote,0.98218524,1.0,1.0,False
el zapatero hacienda de la sidra,el zapatero,0.33067513,1.0,1.0,True
maceta,macetas,0.74082386,0.92,1.0,False
rio de la puebla,rio pucherueta,0.59358364,0.53,0.0,True
tzimantecatl,volcan zinantecatl,0.9642129,0.67,1.0,False
san jose,palmillas,0.5424205,0.12,1.0,False
arroyo del vizcaino,vizcaino,0.8871854,1.0,1.0,False
tlacuilocan,san francisco,0.31634006,0.17,1.0,True
cerro jabali,canada el jabali,0.5836191,0.67,0.0,True
tancuilin,rio tancuilin,0.8838756,1.0,1.0,False
tinthe,tinthi,0.94334066,0.83,1.0,False
perez,perez,0.8655215,1.0,1.0,False
gustavo diaz ordaz,los garza,0.23954436,0.3,0.0,False
la coyota,hunguitio,0.25634605,0.11,0.0,False
san ramon,san roman,0.51669383,0.78,0.0,True
muse del prado,museu nacional do prado,0.9439267,0.65,1.0,False
zona arqueologica guingola,tenango,0.08572001,0.24,0.0,False
paso de sierra longa,puerto de anilarra,0.48495853,0.47,1.0,True
concepcion tlaxcantla,cerro las penas,0.10709169,0.39,0.0,False
el romeral,errekatxo el regato,0.4009706,0.41,0.0,False
tarengo de parras,tarengo,0.40227723,1.0,1.0,True
el tanque de los jimenez,el tanque de los jimenez,0.99362534,1.0,1.0,False
caserio la carrasca,caserio la carrasca,0.9281879,1.0,1.0,False
lecn,cpj,0.55847204,0.29,0.0,True
chicoacan,chicoacen,0.93974227,0.89,1.0,False
san isidro el gallo,el gallo,0.8342697,1.0,1.0,False
mision de santa rosa,mision de santa rosa,0.986595,1.0,1.0,False
barranca aquixtla,barranca acquixtla,0.9745882,0.97,1.0,False
les chaines prebetiques,sistema penibetica,0.65509367,0.29,1.0,False
flughafen burgos villafria,lebg,0.2733108,0.13,1.0,True
san juan de la palma,san jose de la majada,0.14669973,0.68,0.0,False
quejana,kexaa,0.48103958,0.5,1.0,True
garcias,garcia de la cadena,0.2123845,0.46,0.0,False
rio del alcaide,caserio capres,0.01203836,0.55,0.0,False
arroyo el caiman,el caiman,0.8872645,1.0,1.0,False
totolapan,san pedro tlatemalco,0.35580772,0.28,0.0,False
rancho concepcion de arriba,corregidora de arriba,0.96100616,0.71,1.0,False
pulces nombres,drogueina,0.13439128,0.09,0.0,False
agua blanca,benito juarez uno,0.07027273,0.29,0.0,False
he lei si de luo si ka wa lie luo si,gorad kherehs deh la frantehra,0.25572485,0.29,0.0,False
rio canaletas,la magdalena,0.26605725,0.4,0.0,False
durazno,comunidad el durazno,0.6977399,1.0,0.0,True
el tejon,canon del maiz,0.049370144,0.27,0.0,False
triangulo sur,triangulos,0.66963166,0.78,0.0,True
laguna chiquija,laguna chiquija,0.9967289,1.0,1.0,False
garambullo,el refugio,0.43504754,0.2,0.0,False
rosario,rio san rodrigo,0.14967875,0.27,0.0,False
la popular numero uno,la popular numero uno,0.9705106,1.0,1.0,False
las minitas,cajon las moras,0.29910332,0.54,0.0,False
san jose las lomas,san jose las lomas,0.96812326,1.0,1.0,False
ciudad del maiz,cme,0.2464527,0.22,0.0,False
la uno,la trementina,0.29858798,0.5,0.0,False
rio la estancia,el cerro pelon,0.027815241,0.14,0.0,False
san antonio,san antonio la palma,0.49714446,1.0,1.0,True
san lorenzo tepaltitlan,san lorenzo tepealtitlan,0.9851911,0.98,1.0,False
triano,te li ya na,0.2280032,0.24,1.0,True
el hongo,el sandes,0.37235433,0.47,0.0,False
cortijada de turumbillo,turumbillo,0.82050836,1.0,1.0,False
los potreritos,rancho del lajero,0.2300791,0.32,1.0,True
elvillar,bilar,0.84987116,0.62,1.0,False
tequila,opstina tequila,0.84563965,1.0,1.0,False
las varas,estacion bavicora,0.38921994,0.38,1.0,True
montan,monreal,0.4527976,0.62,0.0,False
ria de aldan,ria de aldan,0.98073924,1.0,1.0,False
arroyo santiago,sauceda,0.06557167,0.27,0.0,False
caserio coto de san miguel,opellora,0.21775122,0.24,0.0,False
quiringuica,el sombrero,0.25469252,0.09,0.0,False
el cerda de la garga,el castello,0.16211452,0.39,0.0,False
seccion fuertes,rio fuerte,0.19245932,0.72,0.0,False
maguiras,magueiras,0.7924407,0.94,0.0,True
toquian cuauhtemoc,dren principal cuauhtemoc,0.6886697,0.71,0.0,True
barranco de noves,rio pallerols,0.1165268,0.27,1.0,True
rio la puerta,rio tachimula,0.3784025,0.46,0.0,False
ferreria,ferreria de providencia,0.39583993,1.0,0.0,False
la palma,sobarceno,0.3880247,0.12,0.0,False
zona arqueologica tantoc,zona arqueologica tantoque,0.84451866,0.92,1.0,False
chumpan,chumpan,0.8855552,1.0,1.0,False
nafalmwral,bydrahyta,0.34525898,0.21,0.0,False
san roman de san millan,san rafael del rio,0.123683505,0.54,0.0,False
huasteca,la huasteca,0.94165194,1.0,1.0,False
gamoso,canada de gamonosas,0.17685509,0.4,0.0,False
mlle de san felipe,rio de san pedro,0.2457337,0.59,0.0,False
laguna lacandon,candelaria,0.19903941,0.56,0.0,False
el espiritu,rio espiritu,0.67805994,0.84,0.0,True
plan de villa cuauhtemoc,plan de villa cuauhtemoc,0.9964087,1.0,1.0,False
caseria de la crugia,la crujia,0.93991023,0.55,1.0,False
rancheria repechiqui,rancho renteria,0.26827738,0.51,0.0,False
romereno,la romerena,0.37542915,0.74,1.0,True
reguera de la selva,riera de la selva,0.9371413,0.89,1.0,False
villabanes,caserio vilers,0.023543334,0.42,0.0,False
rio sonora,rio sonora,0.9740917,1.0,1.0,False
rio basonopila,el terrero,0.12643757,0.08,0.0,False
cabayhuaza,cabayhauza,0.48969555,0.9,1.0,True
ancihuacaro,upper animas valley,0.16534686,0.33,0.0,False
barranca el sauz,el sauz,0.934053,1.0,1.0,False
breixas,breija,0.40740192,0.77,1.0,True
iku ndio,iku nditani,0.38724098,0.74,0.0,False
rancho jabali,rancho hualala,0.21384649,0.67,0.0,False
santa bobo,colonia miguel aleman valdez,0.59505725,0.16,1.0,False
arroyo peces,rio peces,0.86741203,0.76,1.0,False
pena tendida,penasquitos,0.36405563,0.43,0.0,False
tlacochahuaya de morelos,tlachicon,0.5095395,0.3,0.0,True
rincon de poxtla,tejeria,0.1688388,0.26,0.0,False
chalco de diaz covarrubias,rio chalchijapan,0.23306417,0.29,0.0,False
campo menonita numero 66,campo sesenta y cuatro b,0.5045734,0.5,0.0,True
zinacatepec,san miguel zinacantepec,0.89625007,0.65,1.0,False
palenke,punta pajaras,0.25923663,0.3,0.0,False
rio ixtache,rio tambor,0.29170597,0.57,0.0,False
estacion ferrocarriles,cerro el pilon,0.21291873,0.39,0.0,False
el platano,arroyo agua fria,0.15528576,0.23,0.0,False
sacnicte,san antonio sacnite,0.6196827,0.52,1.0,False
la vina,la parada del puerto,0.2900651,0.44,0.0,False
tuo na la,tonallan,0.42278978,0.35,1.0,True
guerrero,presidio de rio grande,0.34135386,0.4,1.0,True
olatz txipia,olatz,0.28783718,1.0,1.0,True
san geronimo,san jeronimo progreso,0.35163245,0.67,1.0,True
rio escadebas,rio escadivas,0.72631806,0.85,1.0,False
amurio,ampurias,0.39906892,0.71,0.0,False
chocaman,cerro frio chiquito,0.054536693,0.22,0.0,False
cerro chilchotepetl,cerro las penas,0.4483921,0.53,0.0,False
laminas uno,luis echeverria,0.26139688,0.23,0.0,False
jagueyes,campo menonita 303,0.51657856,0.15,1.0,False
sototlan,soto la marina,0.24795803,0.36,0.0,False
rincon de centeno,pena prieta,0.33078948,0.36,0.0,False
punta guadalupe,barrio de guanarteme,0.16993342,0.29,0.0,False
caguan,cerro martinez,0.0894386,0.3,0.0,False
iluapam,la pompal,0.36245543,0.5,0.0,False
fraccionamiento campestre,rancho las joyas,0.34230042,0.34,0.0,False
cancadzonot,kankabconot,0.49256766,0.64,1.0,True
los mirandas,purahui,0.25320405,0.21,0.0,False
caserio arrayan,arrabel de la encarnacion,0.03468551,0.4,0.0,False
pakalna,las joyas,0.40978983,0.25,1.0,True
san nicolas del real camino,san nicolas,0.65900594,1.0,1.0,False
sierra de la america,rancho amelia,0.077607416,0.48,0.0,False
sierra del presidio,rio mazatlan,0.13443486,0.32,0.0,False
rio san fernando,san fernando,0.5984525,1.0,0.0,True
boluso,beloso,0.9299707,0.67,1.0,False
manga rentenaria,manga de renteria,0.90319765,0.85,1.0,False
baniares,banares,0.79565746,0.93,1.0,False
pokil,pokit,0.601081,0.8,1.0,False
cabo tourina,cabo torinan,0.71669996,0.92,1.0,False
aduana kilometro veintidos,kilometro veintidos,0.9800136,1.0,1.0,False
dexha,dexha,0.89462525,1.0,1.0,False
laguna del capulin,el capulin,0.32232553,0.82,0.0,False
progreso,jalon,0.63536066,0.15,1.0,False
santa maria,san martin,0.24703254,0.76,0.0,False
rio del alamo,rio del alamo,0.97090954,1.0,1.0,False
benito juarez,rio corte,0.2562769,0.27,0.0,False
chirida hoto,chirioahueto,0.88478065,0.75,1.0,False
ejido la cuchilla,hacienda las animas,0.06661501,0.33,0.0,False
asadelos,arzua,0.4076302,0.31,0.0,False
texcalama de abajo,texcalama,0.7408861,1.0,1.0,False
bitral septima seccion,rivera baja segunda seccion,0.23059306,0.65,0.0,False
san javier de arriba,san javier,0.4709222,1.0,0.0,False
rio mandeo,mande,0.1428207,0.67,1.0,True
archurieta,a er sai,0.13184448,0.33,0.0,False
luana,luama,0.8948758,0.8,0.0,True
rancho cajon,rancho cajon,0.86153907,1.0,1.0,False
uehkhutla de rejes,huejonapan,0.15716884,0.21,0.0,False
constitucion,camargo,0.27333534,0.21,0.0,False
el lucero,estacion el lucero,0.94390243,1.0,1.0,False
caserio pinilla,pinilla,0.9347314,1.0,0.0,True
santisimo de arriba,santisimo de arriba,0.9675765,1.0,1.0,False
rio grande tulancingo,venados,0.406415,0.21,1.0,True
san agustin huitzizilapan,santa maria tlalmimilolpan,0.031224044,0.27,0.0,False
matamoros,arroyo matalote,0.23393098,0.42,0.0,False
cerro el cajon,el tepozan,0.18112473,0.42,0.0,False
playa de las covaticas,cotrufes,0.083393455,0.27,0.0,False
babureachic,rio baborigame,0.07041938,0.48,0.0,False
rio grande,bajio grande,0.41451782,0.82,0.0,False
montbrio del camp,montbrio del camp,0.98259354,1.0,1.0,False
moreda araba moreda de alava,moreda de alava,0.98677194,1.0,1.0,False
martin carrera,colonia martin carrera,0.9470971,1.0,1.0,False
castaneda,castaneda,0.9075112,1.0,1.0,False
sierra de la humbria,sierra de la umbria de la mata,0.80174255,0.86,0.0,True
la palma de arriba,la troje,0.39942604,0.4,1.0,True
fuentes de magana,fuentes de magana,0.95695716,1.0,1.0,False
santa maria ozolotepec,santa maria oxtotipan,0.21748604,0.74,0.0,False
cerro mamijaqui,los cochis,0.1618073,0.24,0.0,False
santa maria jicaltepec,jicaltepec,0.95994866,1.0,1.0,False
rio saona,rio caude,0.3003527,0.56,1.0,True
laguna boximo,laguna boximo,0.981202,1.0,1.0,False
rio tequisitlan,tequisistlan,0.8561523,0.81,1.0,False
moderna museet madrid,museum of contemporary art madrid,0.9021759,0.59,1.0,False
morro de salina marques,bahia salina cruz,0.10911031,0.52,0.0,False
pacabtun,rio pablillo,0.08180247,0.3,0.0,False
juarez,congregacion juarez,0.89849645,1.0,1.0,False
la cofradia,cofradia de cuyutlan,0.117198355,0.84,0.0,False
cerro acibuches,cerro de los acebuches,0.983376,0.76,1.0,False
caserio derramador,derramador,0.79022044,1.0,1.0,False
sancholopetegui,arkoll santiago,0.15848905,0.27,0.0,False
bahia de moroncari,estero moroncarit,0.29396743,0.63,1.0,True
calles,la galera,0.32372794,0.4,0.0,False
nandalucia,la asuncion,0.30901426,0.38,0.0,False
molina de aragon,mola,0.35419723,0.4,0.0,False
godinez,gochico nuevo,0.3577305,0.5,0.0,False
taxhido,taxido,0.88983524,0.92,1.0,False
segunda seccion,el azufre,0.33661634,0.25,1.0,True
adolfo lopez mateos,seccion las adjuntas,0.15126292,0.26,0.0,False
canon de las alazanas,sierra el alazan,0.031028487,0.38,0.0,False
ganuelas,bahia de gando,0.17126498,0.27,0.0,False
oxopeo,oroguerachi,0.3692659,0.35,0.0,False
punta brava,huapacal punta brava segunda seccion,0.3277553,1.0,1.0,True
el paraiso,la pena,0.3005597,0.47,0.0,False
el papalote,papalote,0.8138634,1.0,0.0,True
rio cortiella,kortezubi,0.08011016,0.36,0.0,False
murushia,region de murcia,0.8892779,0.42,1.0,False
hafen von mahon,palma harbour,0.3490372,0.36,0.0,False
pto de sta maria,portus sanctae mariae,0.64057106,0.65,1.0,False
choquintla,choquintla san nicolas choquintla,0.96974367,1.0,1.0,False
vilanova de segria,vilanova de segria,0.9920291,1.0,1.0,False
almoguera,caserio almoguera,0.9707681,1.0,1.0,False
rancho las penitas,las penitas,0.84022,1.0,1.0,False
san rafael pina,san rafael pina,0.9241671,1.0,1.0,False
estacion quimica el rey,cedral,0.07659816,0.14,0.0,False
caserio fuente higuera,cortijo el pozuelo,0.0583075,0.35,0.0,False
abornicano,ablana de abajo,0.1901159,0.4,0.0,False
cocos,el chilarillo,0.18392225,0.22,0.0,False
tercera seccion,nicolas bravo tercera seccion,0.8014262,1.0,1.0,False
ozolotepec,macapexco,0.22507064,0.32,0.0,False
santa cruz de la palma ferry port,arrecife harbour,0.3472495,0.2,0.0,False
parian,parian,0.82086074,1.0,0.0,True
el botello,lazaro cardenas norte,0.30283305,0.19,0.0,False
oteo,ocerinmendio,0.27595234,0.38,0.0,False
alghynya,algenja,0.41004935,0.67,1.0,True
cuautotolapan,cuauhtotolapa,0.73278236,0.92,1.0,False
guasimas,las guasimas,0.75533,1.0,1.0,False
acocotla,san miguel vista hermosa,0.3393078,0.19,0.0,False
abanto y ciervana,abalo,0.35586914,0.36,0.0,False
rio pesqueria,pesqueria,0.7815273,1.0,1.0,False
fatima,el raton,0.2998492,0.29,0.0,False
paraje tonachi de arriba,tonachic,0.33073214,0.44,0.0,False
caserio cuarteles de la osa,cuarteles de la osa,0.9657908,1.0,1.0,False
trys santws,te lei si kan tuo si,0.27798992,0.36,1.0,True
san felipe,rio san felipe,0.9010603,1.0,1.0,False
muleros,morelos,0.6802764,0.57,1.0,False
cahoacan,barra cahoacan,0.9385472,1.0,0.0,True
rio hidalgo,jose maria morelos y pavon,0.09090295,0.22,0.0,False
norias,las norias,0.8369451,1.0,1.0,False
temoltzin,las pinuelas,0.24690354,0.29,0.0,False
coatzopan,san juan coatzospan,0.85751444,0.64,1.0,False
caserio las canadas,las canadas,0.7545776,1.0,0.0,True
llinars del valles,lyusa,0.38854474,0.17,0.0,False
el melon,el melon de arriba,0.3747532,1.0,0.0,False
talisman,el talisman,0.79450977,1.0,1.0,False
ojito,el ocote de nuno,0.34965745,0.19,0.0,False
puerto de campos,port campos,0.9013545,0.74,1.0,False
san geronimo,san jeronimo,0.7600265,0.92,1.0,False
huergas y el millar,huergas de gordon,0.42367113,0.61,1.0,True
almisera,almisera,0.9493476,1.0,1.0,False
santa maria chilchotla,chilapa de diaz,0.064031504,0.43,0.0,False
seccion tierra blanca,desierto,0.22225623,0.28,1.0,True
pacifico,el pachon,0.39771345,0.47,0.0,False
union,la union,0.69268954,1.0,1.0,False
caserio berro de elizondo,caserio berrocalillo,0.03817724,0.71,0.0,False
estacion rivas,rancho rituchic,0.033495985,0.41,0.0,False
guasachic,rio guaristempa,0.028025102,0.5,0.0,False
caserio sauceda,punta esquillencharri,0.013977769,0.33,0.0,False
barranca cuahutzontetla,cuauhtzontetla,0.96751285,0.7,1.0,False
rancho la jarita,la jarita,0.8871029,1.0,1.0,False
inguaran,san nicolas,0.35624832,0.42,0.0,False
museu romantic can papiol,iglesia de santa maria,0.060863305,0.3,0.0,False
cerro el limon,cerro el horcon,0.26529106,0.76,0.0,False
arostegieta,arnuehro,0.44453254,0.32,0.0,False
san felix,esquiroz,0.3481179,0.24,0.0,False
pedro martin,casa pedro martin,0.86735857,1.0,1.0,False
el camichin,rio la idea,0.070102714,0.18,0.0,False
zorrilla,canada del zorrillo,0.16393179,0.52,1.0,True
hacienda abras de abajo,abraham gonzalez,0.13847537,0.36,0.0,False
