name_1,name_2,prediction,token_set_ratio,label,error
palmas de perez,rio tio camilo,0.004021756,0.14,0.0,False
rosario tamextitlan,temextitlan,0.99804264,0.67,1.0,False
caserio la higuera,la higuera,0.96437764,1.0,1.0,False
adolfo lopez mateos,la palma,0.759975,0.3,1.0,False
santa ana zicatecoyan,santa ana,0.5670294,1.0,0.0,True
rincon de tallante,caserio rincon del moro,0.0042212764,0.5,0.0,False
cano viva,cano vivas,0.989711,0.95,1.0,False
puerta del tropezon,cerro las viboras,0.00053442235,0.28,0.0,False
rambla de san nicolas del congosto,rambla de la vega,0.91966873,0.69,1.0,False
santa cruz lachizolana,itundujia,0.26734066,0.13,0.0,False
departamento de tapenaga,tapenaga,0.91077507,1.0,1.0,False
ursulo galvan,jose g gutierrez,0.026119763,0.34,0.0,False
riba roja de turia,ribarroja del turia,0.93890655,0.92,1.0,False
coicoyan,rio coicoyan,0.99222714,1.0,1.0,False
doctor n salas orono,doctor nicasio salas orono,0.9978035,0.95,1.0,False
ensenada de zarautz,zarauzko senadia ensenada de zarautz,0.9983184,1.0,1.0,False
cerro jualacojay,paraiso,0.26501718,0.17,0.0,False
tetela,telela del volcan,0.09217564,0.43,0.0,False
pie de la cuesta de sianori,pie de la cuesta de sianori,0.99922115,1.0,1.0,False
san pedro itzican,san pedro ixcatlan,0.023749363,0.8,1.0,True
baco,rio agua blanca,0.64473754,0.42,0.0,True
isla conejo,rio quirusillal,0.0054416955,0.31,0.0,False
rio el ranchito,rio jacalito,0.047467876,0.59,0.0,False
larrunarri,pico larrunarri,0.96395284,1.0,1.0,False
caserio santa quiteria,santa quiteria,0.8488241,1.0,0.0,True
tara,el tarabillo,0.06310256,0.5,0.0,False
estero de tumilco,rio tecoxtempa,0.92883354,0.39,1.0,False
rio de badiraguato,beradehuachi,4.822293e-05,0.4,0.0,False
morelos dos,ejido molina enrique,0.2192406,0.39,0.0,False
cerro carreon,carreon,0.63458526,1.0,1.0,False
tierra fria,pacvilna,0.004421612,0.21,0.0,False
hafen von cadiz,cadiz ferry port,0.99738586,0.65,1.0,False
acachapan y colmena 5ta seccion,chilapa escoba tercera seccion,0.9890349,0.59,1.0,False
rio guadiaro,cortijada guadiana,0.038453825,0.4,0.0,False
serra de bernia,caserio bernia,0.27955833,0.69,0.0,False
tepactepec,tepango,0.098398924,0.47,0.0,False
milpa,milpas,0.7833419,0.91,1.0,False
putla,santa maria,0.6978606,0.25,1.0,False
fondeadero de los martires,alqueria martinebron,0.02965546,0.43,0.0,False
bo la ni ao si de ka la te la wa,bolanos de calatrava,0.5228615,0.43,1.0,False
chunkaka,rio santa juana,0.0022337001,0.35,0.0,False
san jose,san jose,0.93621016,1.0,1.0,False
rio manapiari,manamo river,0.296458,0.56,0.0,False
zapotillo uno,zapotillo,0.6611545,1.0,1.0,False
la palmilla,palmillas,0.9330387,0.8,1.0,False
huautla de jimenez,san miguel huautla,0.088254176,0.61,0.0,False
tepuehe,tepua,0.1711222,0.67,0.0,False
cedritos,cebritos,0.98410994,0.88,1.0,False
wa ha ka zhou,oahaka zhou,0.9668561,0.75,1.0,False
laguna taguaiguai,rio taguicito,0.09602789,0.47,0.0,False
cuyuxquihui,cuyamecalco de cancino,1.5886699e-05,0.18,0.0,False
hornayo,hoznayo,0.9815686,0.86,1.0,False
mendixur mendijur,mendijur,0.9380764,1.0,1.0,False
kilometro 45,cerro del hermitano,0.29512832,0.19,0.0,False
arroyo alicura,arroyo alicura,0.9985465,1.0,1.0,False
porvenir,el porvenir,0.94274646,1.0,1.0,False
moriscote,moriana,0.26710483,0.5,0.0,False
darsena de poniente,darsena moret,0.68564415,0.7,1.0,False
san luis de babarocos,san luis de babarocas,0.99062824,0.95,1.0,False
montelongo,el capulin,0.012245669,0.3,0.0,False
sacnicte,sacnicte,0.6901948,1.0,0.0,True
tejocote polvillas,tejocote,0.5851411,1.0,1.0,False
parzoneria mayor,parzoneria menor,0.037282176,0.88,0.0,False
pasajaras,torcams,0.10266075,0.25,0.0,False
rio de guadamatillas,gvadalupe,0.3082152,0.34,0.0,False
malla,la malla,0.9720736,1.0,1.0,False
arroyo del pajaro,purisima,0.071408354,0.08,1.0,True
kuche,punta kopte,0.0019388443,0.25,0.0,False
manuel,ejido manuel,0.6279682,1.0,0.0,True
aserradero,el aserradero,0.9964065,1.0,1.0,False
caserio sotos nuevos,caserio sotos nuevos,0.99879587,1.0,1.0,False
la hacienda,oculixtlahuacan,0.69635147,0.31,1.0,False
rancho la trinidad de duri,rancho la trinidad de duri,0.9855567,1.0,1.0,False
heroes de chapultepec,san sebastian del alamo,0.07550061,0.36,0.0,False
rio los aceites,cano aceite,0.71470106,0.62,1.0,False
corazon,el alvaco,0.004099308,0.25,0.0,False
rio mena,punta mejillones,0.0011046481,0.33,0.0,False
amaicha del valle,rio amadores,0.02894526,0.28,0.0,False
mogotes de san jose parangueo,parangeo,0.94716054,0.43,1.0,False
apeadero kilometro 324 1,apeadero kilometro 325,0.86628866,0.91,1.0,False
yucuxaco,yucunuti de benito juarez,0.032149643,0.24,0.0,False
santo tome de vilacova,vilacoba,0.9746116,0.47,1.0,False
santa maria,san agustin canoillas,0.00902923,0.44,0.0,False
alamos altos,rio de los alamos,0.055593234,0.69,0.0,False
mesa del vallecillo,el nuevo valle,0.32045272,0.61,0.0,False
presa belisario dominguez,presa la angostura,0.27519977,0.47,1.0,True
pena del agua,represa pena del aguila,0.37322363,0.76,1.0,True
macizo tres cruces,cerro 3 cruces,0.37626562,0.6,0.0,False
oncebreros,onayar,0.007147386,0.38,0.0,False
rio grande,rio del puerto,0.51200676,0.5,1.0,False
cerro madecapan,cerro madecapan,0.995255,1.0,1.0,False
cumarebo,cumaripa,0.7682431,0.62,1.0,False
santiago acatlan,acatlan,0.8798613,1.0,1.0,False
carboneras,karbwnyras,0.9819231,0.7,1.0,False
caserio barranco de los lobos,barranco de los lobos,0.99888366,1.0,1.0,False
el marmol,cerro el marmol,0.99196965,1.0,1.0,False
primera seccion,calicanto 2da seccion,0.21851456,0.64,0.0,False
benito juarez,heroe de nacozari,0.07200539,0.33,0.0,False
penkuyut,penkuyul,0.99954945,0.88,1.0,False
yaxcucul,yaskukul,0.9980518,0.62,1.0,False
aztlan segunda seccion,mixteca tercera seccion,0.002465851,0.49,0.0,False
rafales,islote de rabion de artedo,0.00865152,0.13,0.0,False
campo cinco,santa clara,0.16343416,0.36,0.0,False
pena rebellon,islote rabion,0.9897429,0.46,1.0,False
principal,canal principal,0.8931613,1.0,1.0,False
aserradero,arenal,0.01926374,0.38,0.0,False
feliu de lobregat,sant feliu de llobregat,0.9960633,0.85,1.0,False
arroyo de lledo,barranco de lledo,0.9763335,0.81,1.0,False
paramo culriguay,cerro culon,0.0033120087,0.3,0.0,False
temaxcalapa,santa maria temaxcalapa,0.9892346,1.0,1.0,False
san francisco,rancho san francisco,0.6220193,1.0,0.0,True
santo domingo tonahuixtla,san jeronimo,0.28266457,0.38,0.0,False
san ignazio,sant hipolit,0.015259982,0.52,0.0,False
banolas,cap de banibla,0.17178893,0.48,0.0,False
epatlan,san juan epatlan,0.9618992,1.0,1.0,False
concepcion capulac,concepcion capulac,0.9727417,1.0,1.0,False
cerro de las gueras,vinedo el manto,0.05904403,0.24,0.0,False
arroyo las manzanas,manzanas,0.3856574,1.0,0.0,False
peregrina de gomez la boquita,peregrina,0.30661574,1.0,1.0,True
los pelones,pilones,0.56360334,0.67,1.0,False
los rodriguez,congregacion rodriguez,0.9380166,0.82,1.0,False
la estacion,barrio la estacion,0.82881147,1.0,0.0,True
rio atojac,atoyac,0.6192214,0.62,1.0,False
cerro de la ascension,bahia de la ascencion,0.0008597091,0.71,0.0,False
barroteran estacion,kakanapeno los nogales,8.631294e-05,0.29,0.0,False
mesa de mal pais,cerro del malpais,0.1609309,0.61,0.0,False
canadon devies,canadon deus,0.13283136,0.85,0.0,False
el colorado,rancho nuevo,0.2998955,0.35,0.0,False
agwlar dl ryw alhama,agilar del rio alama,0.9568541,0.8,1.0,False
cieneguita,cieneguilla,0.54890275,0.86,1.0,False
argentinosjoen,dryachh arkhntynw,0.835009,0.32,1.0,False
barra de guariquen,rio grande,0.9106683,0.5,1.0,False
piedra buena,comandante l piedrabuena,0.9672792,0.44,1.0,False
cano ucate,uruyen,0.02318521,0.12,0.0,False
coto rios,hispania ulterior,0.02804406,0.31,0.0,False
mezpelerreka,el recuenca,0.29558277,0.43,0.0,False
san bartolome,san bartolome,0.77171946,1.0,1.0,False
estacion pereyra,pereyra,0.9794103,1.0,1.0,False
la lumbrera,cieneguilla de licenciados,0.047668807,0.32,0.0,False
navarro,san pedro de navarro,0.9764317,1.0,1.0,False
anaite,anahuac,0.05040083,0.46,0.0,False
islas santa ines,islas de santa ines,0.9996814,1.0,1.0,False
fryjynal dy la sayra,islote de fermina,0.015308425,0.38,0.0,False
sierra de la candelaria,cerro la candelaria,0.14366436,0.81,0.0,False
zubia,subia,0.988427,0.8,1.0,False
rivera de las dos casas,arroyo de la rivera,0.952621,0.71,1.0,False
caserio la rambla alta,la rambla alta,0.92644507,1.0,1.0,False
caserio taramay,punta taozo,7.1681366e-06,0.31,0.0,False
caserio el cardiel,casa de el cardiel,0.9856,0.83,1.0,False
tancopo,tangojo,0.953898,0.71,1.0,False
punta matacan chico,cano masuari,0.0013347764,0.39,0.0,False
charco de pantoja,charcas,0.21377294,0.5,0.0,False
juan ignacio,rancho juan ignacio,0.7973158,1.0,1.0,False
estacion remedios de escalada,estacion banfield,0.2649808,0.64,0.0,False
punta pinillos,punta de los marmoles,0.6498958,0.53,1.0,False
chacalapa,arroyo chacala,0.1294835,0.61,0.0,False
provincia de jujuy,juarez celman,0.0894788,0.32,0.0,False
caserio el mingrano,el medano,0.0015371017,0.5,0.0,False
esmeraldas,esmeralda,0.8753918,0.95,1.0,False
kontxa badia bahia de la concha,kontxa badia,0.9994104,1.0,1.0,False
m hirsch,rio matazambi,0.004719933,0.19,0.0,False
aeropuerto de pamplona,base aerea de alcantarilla,0.030943943,0.42,0.0,False
rio iro,cherrin,0.021761155,0.43,0.0,False
el calaitoito,el tucuco,0.17117424,0.45,0.0,False
detzani,desgracia,0.19666506,0.5,0.0,False
pan de azucar,apeadero kilometro 592,0.91643536,0.29,1.0,False
rio orupe,cano orope,0.042585272,0.42,0.0,False
las guasimas,la quiche,0.16078763,0.19,1.0,True
el apache,el oso,0.07804046,0.5,0.0,False
la cuesta de pinones,charcas,0.20361347,0.15,0.0,False
boquilla,la boquilla,0.7323782,1.0,0.0,True
atlihuetzian,atlihuetzia,0.99453795,0.96,1.0,False
los fustes,frijoles,0.023411177,0.33,0.0,False
rio palomarejas,col de pao,0.1621389,0.24,0.0,False
caucete department,kao sai te,0.5834383,0.21,0.0,True
isla piritu afuera,isla de adentro,0.19456942,0.55,0.0,False
el paraiso,el paraiso,0.79665124,1.0,1.0,False
manuel avila camacho,m avila camacho,0.93190354,0.93,1.0,False
caserio de rambla grande,la rambla de la orica,0.0019287603,0.67,0.0,False
las piletas,piletas,0.9902048,1.0,1.0,False
desvio aromos,estacion aromos,0.96162945,0.79,1.0,False
olveira,santa maria,0.75004643,0.22,0.0,True
san vicente de baracaldo,sanbi,0.5817265,0.28,1.0,False
benavidez,bella vista,0.039767265,0.5,0.0,False
caserio la jaud,caserio la jauca,0.0019081016,0.9,0.0,False
laguna macoacan,mazatlan,0.004206402,0.26,0.0,False
laguna hanson,parque nacional constitucion de 1857,0.008643263,0.29,0.0,False
albarrasi,albarracin,0.9558185,0.84,1.0,False
belem de maria,belem de maria,0.9935907,1.0,1.0,False
estado anzoategui,rio anus,0.00333892,0.24,0.0,False
saxamonde,rio saja,0.0072402656,0.35,0.0,False
rio soneja,rio sonella,0.64311856,0.86,1.0,False
rio algarroba,aleman,0.010729593,0.32,0.0,False
sasq,aeropuerto la quiaca,0.62866926,0.17,1.0,False
colonia cuatro,colonia cinco de mayo,0.13752852,0.67,0.0,False
los perez,los charrasqueados,0.877873,0.5,1.0,False
sitayepachi,nacabeachi,0.25476837,0.57,0.0,False
cocospera pueblo viejo,cocospera,0.8745251,1.0,1.0,False
aerodromo de azul,bhi,0.008386059,0.0,0.0,False
maria ignacia,las barrancas,0.621035,0.23,0.0,True
bio,aeroport de burgos villafria,0.05160118,0.13,0.0,False
santa lucia,rancho santa lucia,0.48423663,1.0,0.0,False
san juan de avila,san juan,0.8412853,1.0,0.0,True
apeadero kilometro 55,parada kilometro 54 9,0.93222153,0.71,1.0,False
rancho la cienaga,la cienega,0.6908276,0.67,0.0,True
caicaito,cacaito,0.90791565,0.93,1.0,False
villa reynolds airport,aeropuerto de villa reynolds,0.90686107,0.8,1.0,False
acequia,acazulco,0.14099845,0.4,0.0,False
aeropuerto nacional de guerrero negro,tehuacan airport,0.0036490595,0.42,0.0,False
jose maria pino suarez,jose maria pino suarez,0.96774757,1.0,1.0,False
los arrayanes national park,awyanda,0.09467306,0.29,0.0,False
kavanagh gebaeude,congress of the argentine nation,0.018679857,0.29,0.0,False
picos del guadiana,caserio picos del guadiana,0.9973182,1.0,1.0,False
motril harbour,motril ferry port,0.9909078,0.65,1.0,False
arroyo santo domingo,rio santo domingo,0.8799892,0.87,1.0,False
ixcatlan,itzican,0.03492038,0.53,0.0,False
cofradia chimalapa,cofradia,0.82428724,1.0,1.0,False
caserio los vives,caserio los vivancos,0.000773221,0.86,0.0,False
tlacotepec,tlacotepec de mejia,0.4911336,1.0,0.0,False
lomopardo,lomo de los machines,0.00023003842,0.34,0.0,False
san antonio de mohinos,san antonio de mohinos,0.998319,1.0,1.0,False
quebrada de la danta,cumaca,0.051658966,0.15,0.0,False
calvor,kalataywd,0.07379129,0.27,0.0,False
opichen,opchen,0.82539815,0.92,1.0,False
owerkanos,huelamos,0.07977825,0.47,0.0,False
sanchez colin,sanchez colin,0.9929749,1.0,1.0,False
pego,pei ge,0.9420445,0.4,1.0,False
aguada mayu quingan,estacion mayor jose orellano,0.006461203,0.34,0.0,False
oza,oza de los rios,0.28710002,1.0,1.0,True
rancho seco,rancho seco de ramirez,0.63704795,1.0,1.0,False
tlahuelompa san francisco tlahuelompa,tlahuelilpan,0.30075705,0.49,0.0,False
caserio esquinal,casa esquinal,0.9932546,0.83,1.0,False
fadiban,fadiban,0.9821377,1.0,1.0,False
area de proteccion de flora y fauna monte mojino,area de proteccion de recursos naturales sierra de vallejo rio ameca,0.037250392,0.57,0.0,False
el chachaco,chichaco,0.9082507,0.74,1.0,False
el barcares,barrio gotico de barcelona,0.020333884,0.43,0.0,False
zona arqueologica landeros,segunda seccion,0.24775599,0.2,0.0,False
el jamin,cabezones,0.0843826,0.24,0.0,False
lago santa maria,cerro los lopez,0.023570733,0.26,0.0,False
zaragoza delicias,xzz,0.29326916,0.2,1.0,True
los ramirez,los rafaeles,0.03547583,0.61,0.0,False
rio de la canada,rivera de canedo,0.52578384,0.62,1.0,False
cedeno de los blancas,cano cauce,0.119546115,0.39,0.0,False
montanas de timanfaya,frontera,0.0043779197,0.28,0.0,False
arroyo el capulin,jiliapan,0.0058832825,0.24,0.0,False
sipulveda,sepulveda,0.99124515,0.89,1.0,False
el casco,rio la quemada,0.55780417,0.18,0.0,True
rio bravo,el ebano,0.4953937,0.47,1.0,True
cerro saluchen,cerro saluchen,0.9643235,1.0,1.0,False
corbon del sil,carbon del sil,0.999925,0.93,1.0,False
la cieneguilla,ejido la cienegu,0.50802684,0.73,1.0,False
caserio el parral,el parral,0.9969318,1.0,1.0,False
caserio bermejana,berlanga,0.00450914,0.48,0.0,False
barranca del pajaro,cerro yuku ndiayuu,0.031138321,0.22,0.0,False
zwryta,sorita,0.8061939,0.5,1.0,False
los cuates,los cuates de arriba,0.31215808,1.0,0.0,False
aquiles serdan 1ra seccion,aquiles serdan,0.9915129,1.0,1.0,False
cano danto,cano el diablo,0.4178861,0.67,1.0,True
las bebelamas de sataya,behelama,0.6682868,0.45,1.0,False
las rastrillas,las bastrillas,0.96299434,0.93,1.0,False
arroyo alazan,parada kilometro 38,0.007579601,0.25,0.0,False
canas,san jose de camotlan,0.009756437,0.32,0.0,False
casicas,caserio solana,0.010603129,0.48,0.0,False
purisima del rincon,purisima de los sifuentes,0.089064956,0.68,0.0,False
arroyo carrizal,carrizal,0.800647,1.0,0.0,True
bahia blanco,biedma,0.13039654,0.22,0.0,False
la concepcion,la concepcion,0.7037022,1.0,0.0,True
san vicente,boqueijon,0.34960088,0.1,1.0,True
san antonio,san antonio del tachira,0.13501701,1.0,0.0,False
zacacalco,san francisco yatee,0.08531506,0.29,0.0,False
garcia,los garcia,0.39754283,1.0,0.0,False
el cimarron,huerta chavez,0.010219825,0.25,0.0,False
mo lin si de lei yi,mulet dal bales,0.066763595,0.35,0.0,False
cadereyta de jimenez,estacion cadereyta,0.008144646,0.68,0.0,False
laguna conite,laguna contie,0.9850338,0.92,1.0,False
la laguna,lagunas,0.57909274,0.75,0.0,True
agua blanca de la quebrada,sierra agua blanca,0.0601275,0.76,0.0,False
jalostotitlan,jalostotilan,0.9851193,0.96,1.0,False
rio el capulin,el cajon de catorce,0.0018261585,0.48,0.0,False
caserio la vereda,caserio la vereda,0.8885791,1.0,0.0,True
samq,ciudad de mendoza airpark,0.51907533,0.14,1.0,False
el pilancon,cerro el algodon,0.004333014,0.44,0.0,False
el granadillo,granadillo,0.97442836,1.0,1.0,False
bahia navachiste,nanzintla,0.007653396,0.24,0.0,False
los reyes la paz,los reyes,0.29128343,1.0,0.0,False
cordon el varal,cordon las puertas,0.045435358,0.57,0.0,False
canoas,la gloria,0.24563669,0.27,1.0,True
boca ines,serra imeri,0.022193456,0.1,0.0,False
el represito,represo,0.35883206,0.74,1.0,True
cerro el violin,barrenos,0.013468352,0.26,0.0,False
san nicolas del canon,san nicolas de ibarra,0.07578982,0.69,0.0,False
ceuta,abyla,0.099057876,0.2,1.0,True
limon,el limon,0.56044126,1.0,0.0,True
san francisco neveria,neverias,0.98266757,0.55,1.0,False
general juan jose rios,juan jose rios,0.92728156,1.0,1.0,False
colonia heroes de churubusco,ninos heroes de chapultepec,0.002432317,0.62,0.0,False
figueiro,san martin de figueiro,0.7322656,1.0,1.0,False
parada ingeniero pablo nogues,parada ingeniero p nogues,0.9755853,0.96,1.0,False
san baudilio de llusanes,isla de san bartome,0.09468158,0.56,0.0,False
santa cruz xixin,santa cruz,0.056715645,1.0,0.0,False
isla doracajuapure,isla trocoapure,0.9996412,0.73,1.0,False
la lecheria,el chupadero,0.038194682,0.35,1.0,True
benito juarez,dexam,0.73946154,0.22,1.0,False
benito juarez,benito juarez primera seccion,0.44804534,1.0,0.0,False
monte redondo,el limon,0.007957794,0.29,0.0,False
quebrada mibabas,quebrada mibabas,0.9991681,1.0,1.0,False
caserio robledo,robledo,0.9825649,1.0,0.0,True
sant quirze de besora,sant quinti de mediona,0.015892284,0.7,0.0,False
rancho las ovejas,los urrutia,0.03363794,0.29,0.0,False
arechuybo,aros,0.19360422,0.46,0.0,False
haedo de butron,rio de gete y hacinas,0.17617078,0.44,0.0,False
huasquilico,huaxquilico,0.99634933,0.91,1.0,False
paso san juan,san juan,0.50114113,1.0,1.0,False
el coyote de moras,coyote,0.7826441,1.0,1.0,False
cano mayordomo,mayucupay,0.018184166,0.26,0.0,False
presa penas de leon,rio san francisco,0.01762221,0.28,0.0,False
macolla de guasduava,machicari,0.15938976,0.28,0.0,False
capilla remedios,kapilja del monte,0.31983408,0.42,0.0,False
los reyes quiahuixtlan,huitzcolotepec,0.0062368894,0.39,0.0,False
calabardina,cadix,0.0049730097,0.5,0.0,False
quebrada guayas,cano los pozos,0.0027006085,0.21,0.0,False
la mesilla,rio la mesilla,0.99605095,1.0,1.0,False
olabarri ollavarre,santa maria,0.14695379,0.41,0.0,False
san quintin,san quintin,0.98621416,1.0,1.0,False
vaqueria,la vaqueria,0.9747378,1.0,1.0,False
los sanchos,cortijada los sanchos,0.9969268,1.0,1.0,False
delegacion de ixtacalco,ixquipac,0.002365826,0.13,0.0,False
beniarda,beniarda,0.9106607,1.0,1.0,False
noheda,rio noguera ribargorzana,0.102341585,0.27,0.0,False
cuilala,rio cuilala,0.9658822,1.0,1.0,False
el galivan,el gavilan,0.4984435,0.8,1.0,True
san nicolas,rincon miguel,0.5326189,0.33,0.0,True
soyacuautla,sotuta,0.2594122,0.59,0.0,False
rincon de luna,rincon de leon,0.4089857,0.86,1.0,True
burgelu,elburgo,0.96856743,0.57,1.0,False
atotonilco de tula,atotonilco,0.75856113,1.0,1.0,False
chavaxtla,caleta chakalal,0.034834195,0.5,0.0,False
punta talor,tafi,0.04096254,0.27,0.0,False
canon nueva york,canon nueva york,0.99901044,1.0,1.0,False
san agustin,metzquititlan,0.52041525,0.42,1.0,False
yucucundo,canal de yucatan,0.0011127054,0.32,0.0,False
milcahuales,la florena,0.61151737,0.29,1.0,False
tejupan,punta terupan,0.57507205,0.6,1.0,False
cerro el guerigo,cerro san gueino,0.013189845,0.69,0.0,False
paso yuncon,paso roballos,0.14146887,0.53,0.0,False
cano guacharacaima,cienaga guacharaca,0.055879075,0.72,0.0,False
el naranjo,canton emporio el naranjo,0.96102154,1.0,1.0,False
islote pequeno robredo,islote pequeno robredo,0.9981898,1.0,1.0,False
chos malal,chos malal,0.875356,1.0,0.0,True
san joaquin de las flores,san joaquin,0.27716213,1.0,0.0,False
chakao si,cha kao shi,0.9784677,0.9,1.0,False
guerediagana,guerediaga,0.35892746,0.91,1.0,True
rio caipe,cano cairina,0.0735995,0.57,0.0,False
rio cutzamala,purificacion,0.017426705,0.32,0.0,False
paso taracuan,congregacion taracuan,0.9847066,0.76,1.0,False
mil amores,la trinidad,0.52206427,0.29,0.0,True
corazon,corazon,0.94994634,1.0,1.0,False
barrio el camino de catral,barrio del camino de catral,0.9997938,0.98,1.0,False
la colonia,nicolas bravo segunda seccion,0.26814458,0.31,0.0,False
pinana,finana,0.98670924,0.83,1.0,False
cordoba airport,aeroport de bilbao,0.12079258,0.55,0.0,False
estanislao s zeballos,e s zeballos,0.6018781,0.91,1.0,False
animas trujano,san gregorio,0.062389534,0.15,0.0,False
san blas de los sauces,sanavirones,0.007341165,0.36,0.0,False
provincia de santa cruz de tenerife,province de santa cruz de tenerife,0.9872442,0.95,1.0,False
port de barcelona,circuito de cataluna,0.05468416,0.49,0.0,False
benicull,benjarres,0.047979966,0.35,0.0,False
el pocito,el platanar los herrera,0.025211552,0.36,0.0,False
rancho los bajios de san bartolo,los bajios,0.36548936,1.0,1.0,True
norquin,norquin,0.84318924,1.0,1.0,False
taixte,tahuehueto,0.14348742,0.38,0.0,False
ocotan,venustiano carranza,0.6543092,0.24,1.0,False
la cienaga de coire,rancho la cienaga,0.051819056,0.74,0.0,False
rancho el pinole,las pilas,0.09660242,0.48,0.0,False
yextla,yevavito,0.008276908,0.43,0.0,False
nauel owapi,vuon quoc gia nahuel huapi,0.9322196,0.38,1.0,False
la caramuca,calzada paez,0.19811513,0.52,0.0,False
la romora,rio las minas,0.21076287,0.45,0.0,False
atengo del rio,atenango del rio,0.91436243,0.93,1.0,False
dosaiguas,duesaigues,0.99013704,0.74,1.0,False
los antiguis,cerro los gueros,0.025941925,0.5,0.0,False
acatitlan de zaragoza,acatitlan,0.0098857675,1.0,0.0,False
rancho la chuparrosa,chaparrosa,0.99917626,0.6,1.0,False
colonia ejidal,la capilla,0.19645013,0.42,0.0,False
cerrillo,cazadero de arriba,0.078349896,0.31,0.0,False
figueiroa,san martin de figueiro,0.82096577,0.58,0.0,True
san jose de la zorra,rancho san jose de la vinia,0.21280201,0.82,0.0,False
san vicente,ticu,0.050773624,0.27,0.0,False
santa rosa buenavista,san antonio,0.86714196,0.44,0.0,True
el cauto,ejido alfredo b bonfil,0.13788462,0.27,1.0,True
santiaguito coaxuxtenco,santiago zoochila,0.0037350776,0.4,0.0,False
el aguita,aguitular,0.36650977,0.67,0.0,False
rojagapuchi,roja,0.51713896,0.53,0.0,True
rio cuixtla,rio grande de ibarra,0.00035892872,0.43,0.0,False
encinas,ferreria de la encarnacion,0.011370485,0.3,0.0,False
san martin xico nuevo,santa maria huxoculco,0.0024836939,0.38,0.0,False
zanjon de piedra,picun leufu,0.003387851,0.37,0.0,False
pabellon,pabellon,0.9155465,1.0,1.0,False
coeses,santa maria magdalena,0.5332637,0.15,1.0,False
pena redonda,pena redonda,0.9771947,1.0,1.0,False
la montanita,cerro la mochla,0.0091641005,0.44,0.0,False
santa maria,tolba,0.3129209,0.12,0.0,False
puisoye,puisoye,0.9896497,1.0,1.0,False
san jose,piedra blanca,0.6658908,0.19,1.0,False
rio ciruelos,yoco,0.015675142,0.25,0.0,False
virgala mayor,rio la virga,0.021063112,0.64,0.0,False
la estacion de bargas,caserio bardazoso,0.0053129056,0.42,0.0,False
santos reyes papalo,papalo santos reyes,0.9867685,1.0,1.0,False
la guia,punta de fontan,0.00019906658,0.18,0.0,False
el novillo,rio el salado,0.0045098485,0.52,0.0,False
zoltepec,la cruz,0.6599175,0.27,0.0,True
huehuetan,huehuechocan,0.0046946523,0.76,0.0,False
salinas del marquez,aguascalientes de mazatan,0.013225604,0.36,0.0,False
arroyo el triunfo,primera seccion,0.17286912,0.19,1.0,True
el leoncito,canada el chino,0.11466931,0.31,0.0,False
los perez de abajo,caserio los perez de abajo,0.99884695,1.0,1.0,False
campo menonita numero 60,campo menonita numero 60,0.99924815,1.0,1.0,False
challico,departamento de chalileo,0.6212795,0.38,1.0,False
cape rojo,juan rodriguez clara,0.098877095,0.34,0.0,False
sandia,sandia,0.80993754,1.0,1.0,False
la carbonera,rancho caraverach,0.020375492,0.55,0.0,False
castanvel,castanuela,0.8020323,0.84,1.0,False
caserio el partidor,caserio el pardo,0.013261247,0.91,0.0,False
rio mac lenan,rio de macho muerto,0.04125604,0.56,0.0,False
estacion felipe pescador,carillo puerto,0.5834568,0.37,0.0,True
gorbeia mendigunea macizo de gorbeia,pantano de gonzalez de lacasa,0.0697694,0.37,0.0,False
cortijos de la cuesta alta,arroyo de la cuesta,0.036891907,0.77,0.0,False
tancuayalab viejo,viejo,0.9606798,1.0,1.0,False
rio cachi,rio calchaqui,0.49457508,0.82,1.0,True
san jorge,herbes,0.4628781,0.4,0.0,False
el comeno,el gomero,0.9313688,0.78,1.0,False
cerros de merlin,sierra de puerto frio,0.011421795,0.32,0.0,False
santa maria de cartavio,cartavio,0.9800763,1.0,1.0,False
barranca las animas,las tortolas,0.02171681,0.4,0.0,False
alkala la real,alkala del vale,0.7437943,0.76,0.0,True
cerrito de pezcadores,cerrito de pescadores el tepetate,0.07833629,0.74,1.0,True
anahuac,anacuas caja pinta,0.03871005,0.48,0.0,False
rio nirihuau,arroyo nirehuao,0.13738388,0.52,0.0,False
manzana de las luces,theatre colon,0.0055414336,0.18,0.0,False
rio vallesela,valle seco,0.026481517,0.61,0.0,False
portezuelo salin,paso del salin,0.9443319,0.6,1.0,False
jose maria morelos,canada del agua,0.019349676,0.3,0.0,False
buenafe,buenafe,0.97499245,1.0,1.0,False
ppiste,piste,0.880032,0.91,1.0,False
lamadrid,general la madrid,0.86191255,0.64,1.0,False
huamuchil,hualumba,0.08598799,0.47,0.0,False
pontevedra,canada paloma,0.021527754,0.26,0.0,False
rio potreros,rio potreros,0.98592347,1.0,1.0,False
santa lucia monte verde,monte verde,0.9018739,1.0,1.0,False
serra pacaraima,serra pacaraima,0.9922051,1.0,1.0,False
san felipe yegachin,santo tomas tamazulapan,0.00082069775,0.29,0.0,False
canada de los chanchos,parada lopez camelo,0.006048729,0.24,0.0,False
zaragoza delicias,sej,0.088857226,0.1,0.0,False
colonia levy numero dos,colonia levy numero dos,0.9971963,1.0,1.0,False
isla ballesteros,balde de los torres,0.0029515843,0.46,0.0,False
