name_1,name_2,prediction,label,error
villarreal,villareal,1.0,1.0,False
kancabchen,cancabchen,1.0,0.0,True
san bartolo teontepec,san bartolo ortotitlan,0.0,0.0,False
santa maria,san roman,0.0,0.0,False
rio huizache,isla huivulai,0.0,0.0,False
mariola,rio marinejo,0.0,0.0,False
chimaltitan,chimaltitan,1.0,1.0,False
yelateni,yodzonot,0.0,0.0,False
represo de camou,molino de abajo,1.0,0.0,True
xin la lei duo,nuevo esperanza,0.0,0.0,False
arroyo grande,el meson de ixtlahuaca,0.0,0.0,False
panuco,rio panuco,1.0,1.0,False
las mercedes primera seccion,cerro san jose,1.0,0.0,True
canon de lajas,canoncito,1.0,0.0,True
ixtle,estacion ixtle,0.0,1.0,True
macaguey,macaguey,1.0,1.0,False
el llano,rio el llano,1.0,1.0,False
rio de oro,rio del oro,1.0,1.0,False
corral de piedras,corral corral,0.0,1.0,True
la condesa,fabrica aceite la condesa,1.0,1.0,False
el bucaro,el brasil,0.0,0.0,False
purisima de los sifuentes,purisima,0.0,0.0,False
potosi,rancho el porvenir,0.0,0.0,False
el molino de cinco senores,cerro el aguila,0.0,0.0,False
benito juarez,tecolotes,0.0,1.0,True
santa maria la nopalera,maria lombardo de casso,0.0,0.0,False
sodzil,simicahua,0.0,0.0,False
port mahon,mao,0.0,1.0,True
barranca rincon la uva,rincon la uva,1.0,1.0,False
rancho vitorachic,betorachi,0.0,1.0,True
felipe angeles,colonia la esperanza,0.0,0.0,False
argedas,arketas,0.0,1.0,True
estancia de san jose del carmen,la estancia,0.0,0.0,False
el jaguey de arriba,el jagueey de arriba,1.0,1.0,False
capulin,palo de corazon,0.0,0.0,False
kilometro ocho,kilometro ocho,1.0,1.0,False
los arroyuelos,arroyuelo,0.0,1.0,True
carambolo,brazo de la isleta,0.0,0.0,False
tabasco,sultepec de pedro ascencio,0.0,0.0,False
hacienda tesorero,teserero,0.0,1.0,True
buenavista hidalgo,idalgo,1.0,1.0,False
arroyo de la nora,arroyo de la noro,1.0,1.0,False
los escull del mojon,mojacar,0.0,0.0,False
san martin,san martin,1.0,1.0,False
presa emiliano zapata,ajuchtilan,0.0,0.0,False
san jose de la union,san jose de las moras,0.0,0.0,False
rio de las ellas,la sela de murias,0.0,0.0,False
rio isoo,isin,0.0,0.0,False
la tapona,heroes de la tableta,1.0,0.0,True
el casco,rio la quemada,0.0,0.0,False
santa cruz,cruz de picato,0.0,1.0,True
caserio collado,collado,1.0,1.0,False
azatza,aozaratza,1.0,1.0,False
cerro el encino,canon el encino,1.0,0.0,True
tehuerichi,rancheria tehuerichi,1.0,1.0,False
san pedro tepinapa,san pedro,1.0,1.0,False
la pena,cerro paredon colorado,0.0,0.0,False
ejido division del norte,ejido division del norte,1.0,1.0,False
canada de junco,canada de gil,0.0,0.0,False
potreros,el potrero,1.0,1.0,False
san mateo,san mateo yucucui,0.0,0.0,False
rio escorial,escobosa de almazan,0.0,0.0,False
rancho santa margarita,las margaritas,0.0,1.0,True
atenco,colonia agricola de dolores,0.0,0.0,False
trinidad,el trigo,0.0,0.0,False
canon palomas,canon de palomas,1.0,1.0,False
estacao alonso martinez,alonso martinez,0.0,1.0,True
tangacicuaro,tangancicuaro de arista,0.0,1.0,True
la tinaja,cerro la guera,0.0,0.0,False
el morterito,los monteritos,1.0,1.0,False
la larraldena,larraldena,1.0,1.0,False
cerro tepezala,los reyes tepetzala,0.0,0.0,False
altepetl coliman,tecoman,0.0,0.0,False
el amanecer,el platano,1.0,1.0,False
siguiguarachi,guichaborare,0.0,0.0,False
la lobera,la lima,0.0,0.0,False
los gemelos,la purisima,0.0,0.0,False
roca shag,cuervito,0.0,0.0,False
elburgo,burgelu,0.0,1.0,True
brincola,brincola,1.0,1.0,False
rio de tlacotalpa,rio de tlacotalpa,1.0,1.0,False
dolores valencia,rancho valdes,0.0,0.0,False
san jose de alvarado,san jose nuevo,0.0,1.0,True
ampliacion piedras negras,poblado dos,0.0,1.0,True
pesqueruela,caserio pesqueruela,1.0,1.0,False
congregacion barretosa,rancheria barra de san simon,0.0,0.0,False
banon,bahia de las banderas,0.0,0.0,False
canon de san matias,canon de san matias,1.0,1.0,False
jardin,el jagueey,0.0,0.0,False
bernardino de sahagun,ciudad sahagun,1.0,1.0,False
caparroso,profesor caparroso 1ra seccion,0.0,1.0,True
santo tomas,salitre de la sal,0.0,0.0,False
rio colorado,rio grande,0.0,0.0,False
ehguehs,ezkurra,0.0,0.0,False
altavista,san angel inn,0.0,1.0,True
sigues,syghwys,0.0,1.0,True
caserios el encinar,caserios el encinar,1.0,1.0,False
tapona morena,moro,0.0,0.0,False
colonia luis echeverria,otilio montano,0.0,0.0,False
san martin,el cinco,1.0,1.0,False
chunkaka,chunchaka,1.0,1.0,False
cieneguillas,cieneguia,0.0,0.0,False
placeres,los placeres,1.0,1.0,False
omecillo ibaia,rio omanas,0.0,0.0,False
rancho santa martha,santa martha,1.0,1.0,False
el corcovada,san jose del corcovado,1.0,1.0,False
cabo rojito,cabeza de toro de rafael martinez,0.0,0.0,False
maria,santa rosa maria,1.0,1.0,False
jaguique,colonia guadalupe,0.0,1.0,True
martines,rancho martines,1.0,1.0,False
rivera de sardon,rivera de sardon,1.0,1.0,False
luis echeverria,lucio,0.0,0.0,False
salto de salados,salto chico,1.0,0.0,True
puctla,purisima de conchas,0.0,0.0,False
rio verde,canal rio verde,1.0,1.0,False
aguacatancillo,ahuacatancillo,1.0,1.0,False
sierra de abdalagis,abdalajis,0.0,1.0,True
park guell,parc guell,1.0,1.0,False
rancho nuevo,rio nuevo,1.0,0.0,True
pamplona noain,leri,0.0,0.0,False
puerto el leon,puerto el leon,1.0,1.0,False
caserio playa del hoyo,plajja blanka,0.0,0.0,False
ornelas,san jose de olimpo,1.0,0.0,True
campo numero uno,modulo cuatro,0.0,0.0,False
aracaldo,elexalde,0.0,1.0,True
ka si ta li ya,kastala,0.0,1.0,True
gallicanta,rio gallego,0.0,0.0,False
san joaquin,el panteon,0.0,0.0,False
rancho huahuiran,huahuiran,1.0,1.0,False
san fernando,gilberto flores munoz numero dos,0.0,1.0,True
paso del aguila,el paso del aguila,1.0,0.0,True
iztachichimecapan,bin he sheng hu an,0.0,1.0,True
rio saa,santa maria,1.0,0.0,True
mi na di te lan,minas,0.0,0.0,False
punta los organos,punta organo,1.0,1.0,False
baldorba,valle de roncal,1.0,0.0,True
la quirosena,zona geotermica los negritos,0.0,0.0,False
san frutos,sant fruitos de bages,1.0,1.0,False
maninos,maninos,1.0,1.0,False
huelamo,huelamos,1.0,1.0,False
ejido el canelo,callejon,0.0,0.0,False
provincia de lerida,lerida,1.0,1.0,False
arena,zugaztieta,0.0,0.0,False
sierra sardinas,sierra de sardinas,1.0,1.0,False
agua de chale,bosque nuevo mazatlan,0.0,1.0,True
el pedregal moctezuma,oxtitlan tercera seccion,0.0,0.0,False
sierra mazatan,sierra mazatan,1.0,1.0,False
alhamilla,caserio y banos de sierra alhamilla,1.0,1.0,False
el basapo,el barzon,0.0,0.0,False
rio riatillo,rio de la vega,0.0,1.0,True
punta tanchacto,punta tanchacte,1.0,1.0,False
apatzingo,apantzingo,1.0,1.0,False
taxco viejo,taxco el viejo,1.0,1.0,False
caserio la higuera,la higuera,1.0,1.0,False
santiago texcaltitlan,texcalcingo,0.0,0.0,False
san roman,ramon,1.0,0.0,True
tejaban,tejaban,1.0,1.0,False
cerro saluchen,cerro saluchen,1.0,1.0,False
santa maria,san vicente lachixlo,0.0,1.0,True
san miguel,san miguel xoltepec,1.0,1.0,False
la huerta solis,estacin alberto garduno c,0.0,0.0,False
estacion huizachito,el huisachal,0.0,0.0,False
boxactun,boxactun,1.0,1.0,False
arroyo puercas,arroyo de rio puercas,1.0,1.0,False
apipilhuasco,santa maria apaxco,0.0,0.0,False
jose ingenieros,san jose ingenieros,1.0,1.0,False
guasisachic,cuasimillas,0.0,0.0,False
el pingueical,cerro el pinguical,1.0,1.0,False
luis cardenas,luis cardenas,1.0,1.0,False
rancho mesa de la cienega,rancho matamoreno,0.0,0.0,False
belen del refugio,belen del refugio,1.0,1.0,False
san antonio del potrero,potrero,1.0,1.0,False
lantziego lanciego,lanciego lantziego,0.0,1.0,True
la hamaca,canada de temoxtle,0.0,0.0,False
santo domingo,santo domingo del pacifico,0.0,1.0,True
caserio lo ferro,caserio lo ferro,1.0,1.0,False
playa del abra,abornikano,0.0,0.0,False
rancho bajio largo,bajio largo,1.0,0.0,True
yextho,bomanxotha,0.0,0.0,False
kastelfulit de la roka,sistelja,0.0,0.0,False
bidania goiatz,bidegoian,0.0,1.0,True
colotlan,colotlan,1.0,1.0,False
cananea airfield,arroyo canalla,0.0,0.0,False
la pena,la peana,1.0,0.0,True
san sebastian,san sebastian,1.0,1.0,False
san pelagio,loboso,1.0,0.0,True
chan chochola,chanchochola,1.0,1.0,False
medellin de bravo,medellin de bravo,1.0,1.0,False
batallon de los montoyas,arroyo basoriachic,0.0,0.0,False
canada boronda,canada de los encinos,1.0,0.0,True
punta socastro,punta o fucino do porco,0.0,1.0,True
dona merced,dona merced,1.0,1.0,False
col bosques de las lomas,bosques de las lomas,1.0,1.0,False
brabos,costa brava,0.0,0.0,False
caserio san miguel de parraces,san miguel de montanan,0.0,0.0,False
rio de aguas,rio de mojacar,0.0,1.0,True
colonia esperanza,la esperanza,1.0,1.0,False
ega ibaia,serra do edramo,0.0,0.0,False
el pajaro,el pajaro,1.0,1.0,False
castillon,santiago,1.0,1.0,False
lomo galdin,casa navarro,0.0,1.0,True
arroyo cuchujaque,sierra de gucupa,0.0,0.0,False
rivera del batan,rego do batan,1.0,0.0,True
la noria,ojo de agua de chubio,0.0,1.0,True
caserio los geas,lo gea,0.0,1.0,True
san pedro los banos,los banos,1.0,1.0,False
estacion pearson,cabo pierce,0.0,0.0,False
pozoblanco,posoblanko,1.0,0.0,True
caserio el chorrico,caserio el cerezal,0.0,0.0,False
rio pimiental,pejelagarto,0.0,0.0,False
volcan tezontle,santa lucia,0.0,0.0,False
barra de san jose,barra de san simon,1.0,0.0,True
cerro prieto,canal lateral xochimilco,0.0,0.0,False
cerro zumate,dzonot zabila,0.0,0.0,False
tagurchopa,tagurchopa,1.0,1.0,False
peniafiel,portilyo,0.0,0.0,False
orito,orivela,0.0,0.0,False
cerro yucunima,cerro yucunima,1.0,1.0,False
bahia calamajue,bahia de calamajue,1.0,1.0,False
tryp valle romano,verdemar apartamentos turasticos,0.0,0.0,False
caserio la garrofa,caserio la garganta,0.0,0.0,False
cieneguilla alta,cieneguilla alba,1.0,1.0,False
villa gustavo a madero,villa cuauhtemoc,0.0,0.0,False
kalaf,kaldes de montbui,0.0,0.0,False
las higueras,herreras,1.0,0.0,True
cape san augustine,cabo san agustin,0.0,1.0,True
junta,juntaa,1.0,1.0,False
la loma,buenavista,0.0,1.0,True
santa maria tonanitla,san juan de aragon,1.0,0.0,True
yoktzonot,yodzonot,1.0,1.0,False
alcadina,caserio alcadina,1.0,1.0,False
cerro cabeza de cochi,arroyo palmillas,0.0,0.0,False
cabra del santo cristo,cabra de santo cristo,1.0,1.0,False
pico del toro,canon el toro,1.0,0.0,True
punt del aguila,arroyo aliende,0.0,0.0,False
el cura,cura,1.0,1.0,False
lomas guadalupe,adjuntas,0.0,0.0,False
chapin,chapin,1.0,1.0,False
cerro shinicabacano,yutatoto,1.0,0.0,True
urbanitzacio vallpineda,qlq,0.0,0.0,False
san martin,san martin,1.0,0.0,True
polope,caserio polop alto,0.0,0.0,False
guasima,la guasima,1.0,1.0,False
chenkan,chenkan,1.0,1.0,False
rancheria agua caliente,rancheria agua caliente,1.0,1.0,False
las animas,las trozas,0.0,1.0,True
rio humaya,huamariza,0.0,0.0,False
caserio los curiales,los cristianos,0.0,0.0,False
rancho la gallegos,rancho la fresadita,0.0,0.0,False
munilja,muniferral,0.0,0.0,False
bacaicoa,las babias,0.0,0.0,False
cuch holoch,cuch holoch,1.0,1.0,False
llano blanco,el burro,0.0,0.0,False
estacion cuapexco,coapexco,1.0,1.0,False
la presa de anteojos,anteojos,1.0,1.0,False
presa camacho,manuel avila camacho,1.0,0.0,True
rio higuera,rio higuera,1.0,1.0,False
brabio,san martin,1.0,1.0,False
eco paraiso,benito juarez centro,0.0,0.0,False
san pedro,lomas blancas,0.0,1.0,True
las trojes,san antonio del puente,0.0,1.0,True
moman,montnas,1.0,0.0,True
santa leocadia de laviana,laviana,1.0,1.0,False
rancho la primera,los primales,0.0,0.0,False
coacalco de berriozabal,rio coacajapa,0.0,0.0,False
peninsula de los moreno,la peninsula de moreno,1.0,1.0,False
matallana,matallana de valmadrigal,0.0,1.0,True
arrecife gallega,arrecife de la gallega,1.0,1.0,False
caserio de valtravieso,caserio de valtravieso,1.0,1.0,False
carrizalejo de hidalgo,carrizalelo,1.0,1.0,False
serra grossa,punta picon,0.0,0.0,False
arroyo del navajo cillon,san simon,1.0,0.0,True
aeropuerto internacional general jose maria yanez,mmgm,0.0,1.0,True
bahia blanco,blanco,1.0,0.0,True
juvencos,jubenoos,0.0,1.0,True
lacanja,laguna miramar,0.0,0.0,False
san cristobal,san cristobal,1.0,1.0,False
agua de pescadito,san rafael agua de pescadito,1.0,1.0,False
francisco sarabia national airport,termoelectrica tijuana,1.0,0.0,True
atan,punta atalaya de porcia,0.0,0.0,False
san jose cuaracurio,casas caidas,0.0,0.0,False
la bisbal demporda,la bisbal del ampurdan,1.0,1.0,False
las piletas,guadalupe de las joya,0.0,0.0,False
12 de julio,cerro santa maria,0.0,0.0,False
paso de la hormiga,paso hormiga,1.0,1.0,False
montcada,barranco de los molinos,0.0,0.0,False
romean,san julian,1.0,0.0,True
alonsotegui,alonsotegui,1.0,1.0,False
bueinos,rio albarellos,1.0,0.0,True
vensillo,vensillo vencillon,0.0,1.0,True
cerro ramon,cerro de ramon,1.0,1.0,False
concheno,compas,0.0,0.0,False
pilar de la mola,la virgen del pilar,0.0,1.0,True
lietor,region levantina,0.0,0.0,False
caracol,el capulin de tepoca,0.0,0.0,False
san andres,yi nuo huo sa de er kan bo,0.0,0.0,False
mixquic,san andres mixquic,1.0,1.0,False
sahuayacan,sahuaripa numero 3,0.0,0.0,False
la tallada demporda,la tallada,0.0,1.0,True
el paul,caserio el parral,0.0,0.0,False
rio minine,arroyo minine,1.0,1.0,False
bercianos,bercianos del paramo,1.0,1.0,False
agua blanca de la quebrada,sierra agua blanca,0.0,0.0,False
pueblo nuevo la subida,pueblo nuevo jasso,0.0,1.0,True
cuaunepixca,cerro cuautzin,0.0,0.0,False
heroes carranza,heroes de carranza,1.0,1.0,False
martinporra,martinporra,1.0,1.0,False
el yerbanis,el yerbanis,1.0,1.0,False
cortijada las vinas,cortijada las vinas,1.0,1.0,False
san agustin loxichia,san agustin loxicha,1.0,1.0,False
ojo de agua de matatlan,ojo de agua de matatlan,1.0,1.0,False
cantemo,el canelo,0.0,0.0,False
caserio almirez,cortijo del almirez,1.0,1.0,False
estanque de leon,estanque del leon,1.0,1.0,False
el petaqueno,kilometro veinte,0.0,1.0,True
estacion bertha,estacion bertha,1.0,1.0,False
cayacal,el cavacal,1.0,1.0,False
martorel,masquefa,0.0,0.0,False
la cofradia,cofradia,0.0,1.0,True
rancho de galvez,galvez,1.0,1.0,False
gusalapa,heroica coscomatepec de bravo,0.0,0.0,False
las casicas y vilerda,caserio las casicas y vilerda,1.0,1.0,False
puebla de alborton,rio de la puebla,0.0,0.0,False
barranca el jaguey,el jaguey,1.0,1.0,False
pedramala,casas piedramala,1.0,1.0,False
zirandaro,zirondaro,1.0,1.0,False
vasquez,vazqueno,1.0,0.0,True
aranzazu,arantzazu,1.0,1.0,False
rancho la parda,parida,0.0,1.0,True
cabeza de marimana,maria,0.0,0.0,False
ametepetl,cerro el penon,0.0,0.0,False
iglesia de santa maria,mare de deu del socors,0.0,1.0,True
el batamonte,el batamote,1.0,1.0,False
pico de marbore,pico de marbore,1.0,1.0,False
la maquina,rancho la maquina,1.0,0.0,True
copandaro copandaro del cuatro,copandaro,1.0,0.0,True
rio las bocas,rio tlahuichia,0.0,0.0,False
rio el venado,rio tinaja de aguacate,0.0,0.0,False
casa de la higueruela,ria de la higuerita,0.0,0.0,False
tecruz de anahuac,tecruz de anahuac,1.0,1.0,False
caserio los urreas,los urreas,1.0,0.0,True
arroyo de la carcava,arroyo de la carcaba,1.0,1.0,False
la mona,huimango segunda seccion,0.0,1.0,True
moxteje,masteje,1.0,1.0,False
el pinguino,el darian,0.0,0.0,False
monturke,aebura,1.0,0.0,True
caserio villalba,villalon de campos,0.0,0.0,False
concepcion,concepcion de buenos aires,1.0,0.0,True
soldadito,el sinai,0.0,0.0,False
caserio el majal,caserio el majal,1.0,1.0,False
navarro,san pedro de navarro,1.0,1.0,False
rio nora,rio noro,0.0,1.0,True
san miguel huautla,huaulla,0.0,1.0,True
san andres,san andres xbac,0.0,1.0,True
potrero,paija,1.0,1.0,False
san juan lachigalla,san juan lachigalla,1.0,1.0,False
rio de guilan,rio maior,1.0,1.0,False
san fernando,san fernando de paul,0.0,1.0,True
el calvario,piedra del calon,1.0,0.0,True
rancho chacon,rancho chacon,1.0,1.0,False
el picacho,pivipa,0.0,0.0,False
cheje,san francisco cheje,1.0,1.0,False
rio paso de la milpa,paso de dona juana,0.0,0.0,False
siviglia,sevilla,1.0,1.0,False
guido,puerto guido,1.0,1.0,False
rio huizache,rio huizache,1.0,1.0,False
ebtun,ebano,0.0,0.0,False
rio las minas,rio las minas,1.0,1.0,False
san rafael,caleria,1.0,1.0,False
tlahuelompa san francisco tlahuelompa,tlahuelilpan,1.0,0.0,True
ejido santa maria,santa maria,1.0,1.0,False
el salto,salto de pena,0.0,0.0,False
valley of mexico,meksikos ilanka,0.0,0.0,False
canon de los mimbres,canada el mimbre,0.0,1.0,True
el cardon,san pablo,1.0,1.0,False
olabarrietagoikoa las barrietas altas,olabarrietagoikoa,1.0,1.0,False
rio riyilo,nuevo,1.0,0.0,True
benito juarez,mesa balcon,0.0,0.0,False
quieri,santo tomas quieri,1.0,1.0,False
ex hacienda de ocotza,ocotlan de morelos,0.0,0.0,False
atexcac,santa maria atexcac,1.0,1.0,False
col narvarte,col narvarte,1.0,1.0,False
vinedos de araque,kiwis,0.0,0.0,False
santiago nuyoo,santiago,0.0,1.0,True
san jose actipac,san jose buenavista,0.0,0.0,False
penjarno,penjarno,1.0,1.0,False
pijijiapan,rio pijijiapan,1.0,1.0,False
san juan de abajo,san juan cosala,1.0,0.0,True
cerro la concepcion,cerro el pilon,1.0,0.0,True
magueche,bachamuchi,0.0,1.0,True
nyda galysya,nyda,0.0,1.0,True
nuevo,nuera,0.0,1.0,True
santo domingo,santo domingo huehuetlan,0.0,1.0,True
moxillon,san bartolo moxillon,1.0,1.0,False
el sayton,el sayton,1.0,1.0,False
hubichen,rio huazuntlan,0.0,0.0,False
presa alvaro obregon,alvaro obregon,1.0,1.0,False
san jose piedras negras,bahia de puerto angel,0.0,0.0,False
los alamitos,alamito,0.0,1.0,True
loqueche,san francisco,1.0,1.0,False
el caudillo,chorrera de silva,0.0,1.0,True
escorial,caserio el escorial,1.0,1.0,False
maquina,maquicova,1.0,0.0,True
amador hernandez,amadon hernandez,1.0,1.0,False
la carabina,arroyo carabina,1.0,1.0,False
serra do careon,carenes,0.0,0.0,False
kino,bahia de kino,0.0,1.0,True
el botho,el botho,1.0,1.0,False
rio platanar,platanar,1.0,1.0,False
charcos,rancho los charcos de crados,0.0,1.0,True
estacion la gloria,la balanza,0.0,0.0,False
hornayo,rio ter,0.0,0.0,False
gueido,puerto guido,0.0,1.0,True
peninsula de san juan,peninsula de san juan de nieva,1.0,1.0,False
el lechugal,el bateque,0.0,0.0,False
vaxkabinett,yjm,0.0,0.0,False
rancho yerbabuena,nuevo reforma,0.0,0.0,False
oxtitan chicoacan,oxtitlan tercera seccion,1.0,1.0,False
paso del pital,el pitahayo,0.0,0.0,False
santibanez de valcorba,santibanez,0.0,0.0,False
rancho bajio bonito,rancho bajio,0.0,0.0,False
castejon,castejon de sos,1.0,0.0,True
caserio sotos nuevos,arroyo del canada de sotomayor,0.0,0.0,False
los canones,los canones,1.0,1.0,False
san felix,luo si wei li ya lei si de suo li ya,1.0,0.0,True
sextin,rancho de severiano,0.0,0.0,False
san jose del rincon,concepcio del monte,0.0,0.0,False
la agueiru,la aguiru,1.0,1.0,False
san ygnacio,san ignacio de los almazan,0.0,0.0,False
san nicolas de los montes,montes,1.0,1.0,False
pomar de valdivia,polinya,0.0,0.0,False
caserio la fuente del tio molina,caserio la fuente de los morales,0.0,0.0,False
ingeniero valentin gama,el capulin,0.0,0.0,False
colonia cinco de mayo,vicente guerrero,1.0,0.0,True
arroyo verde,san sebastian,0.0,1.0,True
el maluco,malpais,1.0,0.0,True
sanlucar de guadiana,salucar de guadiana,1.0,1.0,False
san jose,el rincon del tio nacho,0.0,0.0,False
arroyo del alamo,arroyo del alamo,1.0,1.0,False
el ebano del sur,el ebano,1.0,1.0,False
el escondido el chicharron,ejido federico martinez manatou,1.0,0.0,True
el sauz,arroyo el sauz,0.0,0.0,False
concepcion,concepcion,1.0,1.0,False
zona arqueologica tepexi viejo,san bartolome,1.0,0.0,True
la vaca,la urraca,0.0,0.0,False
las trojes,san jose buenavista chico,0.0,0.0,False
tanque san andres,sierra de san andres,0.0,0.0,False
tinaja de garcia,la tinaja,1.0,1.0,False
jerco,jerico,1.0,1.0,False
you ka tan zhou,jukatan,0.0,1.0,True
el gato de lora,el gato de lara,1.0,1.0,False
fraccion tancojol,el barbaro,1.0,0.0,True
cerro mesa las yeguas,los coyotitos,0.0,0.0,False
salitre,puerta salitre,1.0,1.0,False
revolucion mexicana,barranca tepoztlan,0.0,0.0,False
a su ke ka de ai na lei si,azuqueca de henares,0.0,1.0,True
reforma,estacion reforma,1.0,1.0,False
campo 8,gamego,0.0,0.0,False
bacachibampo,rancho bachomocobe,0.0,0.0,False
laguna del oso,los milagros,0.0,1.0,True
francisco sarabia,primera seccion,0.0,1.0,True
poc chenah,arroyo poana,0.0,0.0,False
estacion lavin,la ventura,0.0,0.0,False
altos de la canada,arroyo de los valles,0.0,0.0,False
la cueva,rio de la cueva,1.0,1.0,False
el cipres,el cipres santa rosa,0.0,1.0,True
sierra de la brena,sierra la brena,1.0,1.0,False
el valle,barrio el tio miguelete,0.0,0.0,False
arroyo fuentepinilla,fuentepinilja,0.0,0.0,False
pajaritos mountains,oro blanco mountains,1.0,1.0,False
el limon,el limon,1.0,1.0,False
zacapu,zacapu,1.0,1.0,False
cerro el alacran,el chivero,0.0,0.0,False
estacion cerro prieto,canal cerro prieto,1.0,0.0,True
rio higuera,paral,0.0,0.0,False
bahia vargas lozano,bahia vargas lozano,1.0,1.0,False
rancho los borregos,los berros,0.0,0.0,False
iruetxeta,saturrarango punta cabo de saturraran,0.0,0.0,False
edem,el eden,1.0,1.0,False
ojo de agua de cardenas,ojo de agua de cardenas,1.0,1.0,False
guasivan,san ildefonso villa alta,1.0,0.0,True
chinton,chintun,1.0,1.0,False
san simon,arroyo san simon,0.0,1.0,True
campo sesenta,francisco i madero,1.0,0.0,True
la tellona,la primavera,1.0,1.0,False
bacamayo,bacamacari,1.0,0.0,True
san jose de gracia,san jose de gracia el pueblito,0.0,0.0,False
amara berria,aminaldea,0.0,0.0,False
luciana,luciana,1.0,1.0,False
arroyo santisimo,santisimo,1.0,0.0,True
cordon la tasajera,cerros el veladero,0.0,0.0,False
san benito,ai si kong di duo gang,0.0,0.0,False
pozos,el pozo,0.0,1.0,True
rio quetzala,rio dulce,0.0,1.0,True
tamatan,tamasopo,0.0,0.0,False
aldama tercera seccion,aldama segunda seccion manguito,1.0,0.0,True
el canon,rancho ojo de agua,0.0,0.0,False
caserio mafraque,caserio maeso,0.0,0.0,False
santiago xonacatlan,tuxtla,0.0,0.0,False
yaxche chal,yaxche,0.0,1.0,True
rio replacio,sant sadurni,0.0,0.0,False
caserio chozas,chozas,1.0,1.0,False
santiago pena,santiago pena,1.0,1.0,False
achates,lto,0.0,0.0,False
tepetlapa,santiago tepetlapa,1.0,0.0,True
rio san miguel,san miguel,1.0,1.0,False
la muneca,la muneca,1.0,1.0,False
aeropuerto internacional de durango,aeropuerto internacional amado nervo,0.0,0.0,False
san jeronimo coatlan,san jeronimo coatlan,1.0,1.0,False
rancho el torreon,rancho torreon,1.0,0.0,True
martinebron,alqueria martinebron,1.0,1.0,False
ejido le penita,las rusias,0.0,0.0,False
san claudio,sant cebria de vallalta,0.0,0.0,False
los aldama,alamos,0.0,0.0,False
estacion del castillo de las guardas,caserio castillo de banos,0.0,0.0,False
puerta san juan,ojo de agua maria antonia,0.0,0.0,False
val de alacon,ajuria,0.0,0.0,False
san julian,ayanw,0.0,0.0,False
santa maria,pozo santa maria,1.0,1.0,False
atorivito,atequizatlan,0.0,0.0,False
el garrobillo,cortijo garrapito,0.0,0.0,False
el pueblito,xoconoxtle el grande,0.0,1.0,True
caules de vidreras,caserio caules de vidreras,1.0,1.0,False
rancheria santa ines,santa ines,1.0,1.0,False
palmar de sepulveda,palmira,1.0,0.0,True
dehesa de cantarranas y tovilla,de jia ni ya,0.0,0.0,False
villa alvaro obregon,cruz,0.0,1.0,True
napavechi,nararachi,1.0,0.0,True
la awrwtafa,lao luo ta wa,1.0,1.0,False
estero paraman,xola,0.0,1.0,True
zapotal,patasal segunda seccion,1.0,0.0,True
rio guadiaro,rio guadjaro,1.0,1.0,False
pijijiapan,pijijiapam,1.0,0.0,True
loma gueero luis,loma guero luis,1.0,1.0,False
cerro el rincon,arroyo rincon,0.0,0.0,False
chan chochola,san tadeo huiloapan,0.0,0.0,False
rio san juan,rio san juan,1.0,1.0,False
castellfollit de riubregos,castellfullit de riubregos,1.0,1.0,False
caserio don llorente,don llorente,1.0,1.0,False
salamanque,salamanka,0.0,0.0,False
arriestola,caserio arias,0.0,0.0,False
la segunda pequena,santa maria,0.0,1.0,True
san jose,tenango,0.0,1.0,True
atzilzihuacan,atitlan,0.0,0.0,False
barranco de torreblanca,bellcaire demporda,0.0,0.0,False
collbato,korbera de lobregat,0.0,0.0,False
bahia colnett,bahia de colnett,1.0,1.0,False
el desca,el desaguee,1.0,0.0,True
arroyo tecomata,rio de tecomata,1.0,1.0,False
yaguirachi,gueicorachi,1.0,0.0,True
aeroporto di badajoz,aeroport de badajoz,1.0,1.0,False
san jose de la pala,san jose,1.0,0.0,True
estacao alonso martinez,estacion de cuatro caminos,0.0,0.0,False
santa barbara,santa barbara,1.0,1.0,False
navalvilar de pela,nafalfaylar dy byla,0.0,1.0,True
san juan bautista,san juan baustista valle nacional,0.0,1.0,True
caserio casablanca,casablanca,1.0,1.0,False
san francisco botay,san francisco bojay,0.0,1.0,True
martin dehesa,martin dehesa,1.0,1.0,False
san jose pibtuch,santiago petlacala,0.0,0.0,False
rio oitaven,otaiven,0.0,0.0,False
brazo seco,ursulo galvan,0.0,1.0,True
caserio berengueres,casa berenguer,0.0,1.0,True
quepo,san dionisio quepo,1.0,1.0,False
albalat de la ribera,albalat de la ribera,1.0,1.0,False
la capilla,san nicolas de la verde,1.0,1.0,False
nanahuatzin,primera seccion,0.0,0.0,False
rio valdeazogue,rio de valdeazaro,0.0,0.0,False
salsipuedes,isla san pedro,0.0,0.0,False
galan,galan,1.0,1.0,False
jabali,jabali,1.0,1.0,False
sierra las villuercas,caserio las ventanas,0.0,0.0,False
santa fe,la hacienda de santa fe,0.0,1.0,True
rancho canada verde,canada,0.0,0.0,False
bahia ventana,bahia de la ventana,1.0,1.0,False
el rayo,cerro las palomas,0.0,0.0,False
san jose del llano,llano,1.0,0.0,True
tiutzen,microondas tiutzen,1.0,1.0,False
alagon,barranco de alacon,0.0,0.0,False
villardevos,villardevos,1.0,1.0,False
